City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Kasongo-Lunda,CD,-6.4667,16.8167,72.73,97,85,1.99,Rain
465,Bryan,US,30.6744,-96.37,67.48,37,0,5.75,Clear
466,Basco,PH,20.4487,121.9702,78.87,82,21,19.44,Clouds
467,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,65.37,98,100,6.31,Clouds
468,Lindsay,US,36.203,-119.0882,59.95,74,75,4.61,Clouds
469,Road Town,VG,18.4167,-64.6167,84.24,61,20,12.66,Clouds
470,Maltahohe,NA,-24.8333,16.9833,76.57,30,47,14.38,Clouds
471,Manadhoo,MV,5.7667,73.3833,83.59,70,11,2.55,Clouds
472,Quatre Cocos,MU,-20.2078,57.7625,77.09,76,99,19.35,Clouds
473,Kurumkan,RU,54.3,110.3,11.66,92,78,4.29,Clouds
474,Luau,AO,-10.7073,22.2247,68.32,91,55,2.91,Rain
475,Bonavista,CA,48.6499,-53.1147,33.75,79,89,17.65,Clouds
476,Port-Gentil,GA,-0.7193,8.7815,81.72,80,100,8.57,Clouds
477,Buta,CD,2.7858,24.73,79.68,54,60,1.61,Clouds
478,Kenai,US,60.5544,-151.2583,41.02,79,96,9.73,Clouds
479,Bandarbeyla,SO,9.4942,50.8122,81.07,80,25,11.34,Clouds
480,Biak,ID,-0.9131,122.8766,76.68,79,82,3.42,Clouds
481,Baringo,KE,0.4667,35.9667,76.59,54,79,4.43,Clouds
482,Hami,CN,42.8,93.45,47.77,21,0,5.99,Clear
483,Buraydah,SA,26.326,43.975,81.01,14,0,5.97,Clear
484,Visnes,NO,59.3556,5.2242,41.83,60,0,14.97,Clear
485,Port Shepstone,ZA,-30.7414,30.455,75.42,87,27,5.66,Rain
486,Vagay,RU,57.9375,69.0217,24.6,98,100,3.56,Clouds
487,Sangar,RU,63.9242,127.4739,-5.75,97,94,3.44,Clouds
488,Mecca,SA,21.4267,39.8261,81.07,36,0,4.68,Clear
489,Nouakchott,MR,18.0858,-15.9785,89.53,43,4,14.27,Clear
490,Great Bend,US,38.3645,-98.7648,47.84,60,44,13.31,Clouds
491,Dargaville,NZ,-35.9333,173.8833,59.81,94,70,1.34,Clouds
492,Odienne,CI,9.51,-7.5692,95.22,26,53,2.59,Clouds
493,Russellville,US,35.2784,-93.1338,51.06,53,100,18.01,Clouds
494,Kiruna,SE,67.8557,20.2251,18.52,63,0,8.05,Clear
495,Verkhnevilyuysk,RU,63.4453,120.3167,24.96,97,100,4.9,Clouds
496,Paka,MY,4.6374,103.4368,78.12,86,51,1.48,Clouds
497,Aksum,ET,14.1245,38.7244,66.65,22,24,14.67,Clouds
498,Saint-Pierre,RE,-21.3393,55.4781,78.48,69,0,18.41,Clear
499,Sao Raimundo Nonato,BR,-9.0153,-42.6994,93.06,32,66,5.68,Clouds
500,Cubuk,TR,40.2386,33.0322,57.76,32,0,4.61,Clear
501,Koraput,IN,18.8167,82.7167,76.03,65,7,4.61,Clear
502,Tupik,RU,54.4253,119.9327,2.48,97,76,3.04,Clouds
503,Weinan,CN,34.5036,109.5089,54.16,42,100,0.65,Clouds
504,Dunedin,NZ,-45.8742,170.5036,52.81,64,100,7.0,Rain
505,Cap Malheureux,MU,-19.9842,57.6142,77.47,77,96,7.0,Clouds
506,Paris,FR,48.8534,2.3488,45.37,69,75,21.0,Clouds
507,Aykhal,RU,66.0,111.5,20.1,96,100,10.83,Clouds
508,Anicuns,BR,-16.4611,-49.9617,86.25,45,14,4.76,Clouds
509,Havre,FR,49.5833,0.3333,41.4,65,75,21.85,Clouds
510,Santa Rosa,PH,14.3122,121.1114,83.1,75,16,7.81,Clouds
511,Sorong,ID,-0.8833,131.25,77.63,88,100,4.79,Clouds
512,Amarante Do Maranhao,BR,-5.5667,-46.7422,78.78,88,100,2.57,Clouds
513,Misratah,LY,32.3754,15.0925,65.73,68,48,9.04,Clouds
514,Scottsbluff,US,41.8666,-103.6672,54.72,41,28,1.99,Clouds
515,Portree,GB,57.4129,-6.1942,38.52,74,48,14.14,Clouds
516,Hofn,IS,64.2539,-15.2082,39.2,64,79,7.16,Clouds
517,Loandjili,CG,-4.7561,11.8578,79.65,88,86,8.7,Clouds
518,Usumatlan,GT,14.95,-89.7833,100.13,25,47,4.83,Clouds
519,Ahuimanu,US,21.4447,-157.8378,76.78,80,53,5.01,Rain
520,Goba,ET,7.0167,39.9833,51.71,68,54,3.71,Clouds
521,Kutum,SD,14.2,24.6667,79.43,8,5,9.57,Clear
522,Gizo,SB,-8.103,156.8419,82.47,76,78,6.31,Rain
523,Lanxi,CN,29.2195,119.477,49.6,94,100,1.95,Clouds
524,Cururupu,BR,-1.8283,-44.8683,74.46,98,100,1.92,Clouds
525,Satrikh,IN,26.8667,81.2,84.27,16,0,4.85,Clear
526,Chaska,US,44.7894,-93.6022,33.8,69,100,13.0,Clouds
527,Tawau,MY,4.2498,117.8871,77.63,89,17,5.12,Clouds
528,West Wendover,US,40.7391,-114.0733,49.12,37,36,7.99,Clouds
529,Barth,DE,54.3635,12.7249,38.08,54,100,21.99,Clouds
530,Hit,IQ,33.6416,42.8251,74.07,17,0,8.75,Clear
531,Waingapu,ID,-9.6567,120.2641,77.49,84,25,3.56,Clouds
532,Yangjiang,CN,21.85,111.9667,72.84,85,45,3.09,Clouds
533,Volot,RU,57.9278,30.7025,22.8,81,41,2.13,Clouds
534,Tsuyama,JP,35.05,134.0,44.83,82,100,7.87,Clouds
535,Krasnoselkup,RU,65.7,82.4667,14.29,88,100,20.54,Clouds
536,Ambunti,PG,-4.2365,142.8448,73.24,100,100,1.86,Rain
537,Florianopolis,BR,-27.6146,-48.5012,65.7,41,0,11.5,Clear
538,Lysva,RU,58.1086,57.8053,10.58,97,83,2.75,Clouds
539,Broken Hill,AU,-31.95,141.4333,59.5,54,0,20.45,Clear
540,Esperance,AU,-33.8667,121.9,64.92,79,100,19.06,Clouds
541,Kuruman,ZA,-27.4524,23.4325,68.0,40,79,8.37,Clouds
542,Aguimes,ES,27.9054,-15.4461,65.66,60,20,20.71,Clouds
543,Cortez,US,37.3489,-108.5859,52.56,38,0,9.22,Clear
544,Bilma,NE,18.6853,12.9164,83.98,3,21,5.64,Clouds
545,Xai-Xai,MZ,-25.0519,33.6442,76.32,84,3,9.44,Clear
546,Piacenza,IT,45.0468,9.6994,57.29,69,97,5.79,Clouds
547,Onega,RU,63.9061,38.1404,9.46,100,83,0.56,Clouds
548,Byron Bay,AU,-28.65,153.6167,63.95,75,97,17.85,Clouds
549,Aden,YE,12.7794,45.0367,80.31,61,0,14.63,Clear
550,Khasan,RU,42.4308,130.6434,34.77,51,2,7.29,Clear
551,Kabare,CD,-2.4683,28.8242,61.95,97,87,2.39,Rain
552,Naron,ES,43.5167,-8.1528,53.04,84,63,15.61,Clouds
553,Chimore,BO,-16.9833,-65.1333,58.69,88,100,1.07,Clouds
554,Tigzirt,DZ,36.8886,4.1198,55.83,76,73,13.47,Clouds
555,Kursumlija,RS,43.1458,21.2686,53.96,86,92,12.03,Clouds
556,Muroto,JP,33.2833,134.15,52.36,81,100,19.75,Rain
557,Ongandjera,NA,-17.8833,15.0667,82.31,45,76,5.21,Clouds
558,Burgos,ES,42.3394,-3.7079,45.01,76,40,10.36,Clouds
559,Floresta,BR,-8.6011,-38.5686,95.65,26,87,5.1,Clouds
560,Amahai,ID,-3.3333,128.9167,77.52,83,100,3.65,Clouds
561,Vlasinesti,RO,47.9333,26.8833,64.24,46,100,4.92,Rain
562,La Macarena,CO,2.1837,-73.7849,90.7,44,75,7.0,Clouds
563,Brooks,CA,50.5834,-111.8851,42.04,47,100,18.52,Clouds
564,Manaus,BR,-3.1019,-60.025,84.7,83,40,3.44,Clouds
565,Toccoa,US,34.5773,-83.3324,74.23,52,75,14.97,Clouds
566,Dalbandin,PK,28.8947,64.4101,71.02,6,0,6.38,Clear
567,Mabaruma,GY,8.2,-59.7833,79.21,89,94,5.61,Clouds
568,Erzurum,TR,40.0,41.5,28.08,86,42,4.29,Clouds
569,Nizhniy Odes,RU,63.6445,54.856,18.66,93,100,7.45,Clouds
570,Grindavik,IS,63.8424,-22.4338,43.27,65,75,4.61,Clouds
571,Gazojak,TM,41.1875,61.4036,61.56,26,100,9.15,Clouds
572,Sambava,MG,-14.2667,50.1667,76.71,87,68,10.98,Rain
573,Lewistown,US,40.5992,-77.5714,67.21,100,100,17.83,Rain
574,Kaseda,JP,31.4167,130.3167,56.34,75,100,13.87,Clouds
575,Nueva Gerona,CU,21.8833,-82.8,85.1,61,7,19.55,Clear
576,Monrovia,LR,6.3005,-10.7969,87.57,79,64,13.02,Clouds
577,Raton,US,36.9034,-104.4391,52.14,72,0,3.44,Clear
578,Kinablangan,PH,7.6947,126.5503,77.58,87,95,5.64,Clouds
579,Rosetta,EG,31.4044,30.4164,61.03,66,18,15.08,Clouds
580,Westlock,CA,54.1502,-113.8688,38.14,68,87,18.12,Clouds
581,Sudak,UA,44.85,34.9667,50.2,76,82,3.2,Clouds
582,Noumea,NC,-22.2763,166.4572,82.0,99,2,3.2,Clear
583,Caucaia,BR,-3.7361,-38.6531,82.04,74,100,2.48,Clouds
584,Havelock,US,34.8791,-76.9013,74.01,84,100,15.99,Clouds
585,Zeya,RU,53.75,127.2667,13.78,95,24,4.36,Clouds
586,Bitung,ID,1.4451,125.1824,76.05,85,91,6.64,Clouds
587,Gat,IL,31.61,34.7642,72.39,60,99,3.78,Clouds
588,Palasa,IN,18.7667,84.4167,77.92,91,6,8.25,Clear
589,Ferkessedougou,CI,9.6,-5.2,96.76,26,81,2.26,Clouds
590,Oga,IT,46.4631,10.347,41.68,98,100,3.78,Clouds
591,Podor,MR,16.6527,-14.9587,99.09,11,62,10.96,Clouds
592,Mount Gambier,AU,-37.8333,140.7667,56.23,64,65,10.74,Clouds
593,Rapid Valley,US,44.0625,-103.1463,56.77,31,0,10.36,Clear
594,Belawan,ID,3.7755,98.6832,79.09,90,65,6.78,Clouds
595,Lewiston,US,44.1003,-70.2148,46.71,91,100,5.75,Clouds
596,Makarov,RU,48.6333,142.8,23.85,79,100,5.57,Clouds
597,Thaton,MM,16.9206,97.3714,80.42,77,89,4.36,Clouds
598,Navolato,MX,24.7672,-107.6944,84.63,16,99,4.68,Clouds
599,Pasighat,IN,28.0667,95.3333,71.62,75,100,4.0,Clouds
600,Bialystok,PL,53.1333,23.15,35.96,35,100,11.88,Clouds
601,Yerbogachen,RU,61.2767,108.0108,25.48,92,59,11.86,Clouds
602,Gorontalo,ID,0.5412,123.0595,74.25,92,67,3.53,Clouds
603,Lagos,NG,6.5833,3.75,83.68,78,66,7.29,Clouds
604,Vestmannaeyjar,IS,63.4427,-20.2734,40.19,65,0,11.5,Clear
605,Qasigiannguit,GL,68.8193,-51.1922,19.65,93,87,3.6,Clouds
606,Santa Catarina,BR,-27.0,-50.0,55.24,73,100,2.66,Clouds
607,Tutoia,BR,-2.7619,-42.2744,79.45,83,99,3.8,Rain
608,Portland,US,45.5234,-122.6762,52.45,69,75,6.91,Clouds
609,Rio Gallegos,AR,-51.6226,-69.2181,60.85,33,0,18.41,Clear
610,Melchor De Mencos,GT,17.0686,-89.1522,99.99,31,20,1.7,Clouds
611,Mwanza,TZ,-2.5167,32.9,71.49,79,40,6.38,Rain
612,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.3,77,97,8.52,Clouds
613,Hongjiang,CN,27.11,109.9956,53.13,93,100,5.26,Clouds
614,San Ignacio,BZ,17.1561,-89.0714,100.62,29,23,2.44,Clouds
615,Paratebueno,CO,4.3758,-73.2155,91.8,39,44,6.17,Clouds
616,Nador,MA,35.174,-2.9287,62.85,67,40,19.57,Clouds
617,Pelotas,BR,-31.7719,-52.3425,66.85,52,2,5.99,Clear
618,Nova Venecia,BR,-18.7106,-40.4006,89.91,47,0,3.09,Clear
619,Faxinal,BR,-24.0003,-51.3194,70.36,90,77,4.23,Clouds
620,Kysyl-Syr,RU,63.8986,122.7617,16.68,97,100,4.16,Clouds
621,Lock Haven,US,41.137,-77.4469,67.24,75,100,12.93,Clouds
622,Teya,RU,60.3778,92.6267,25.5,78,91,13.96,Clouds
623,Canutama,BR,-6.5339,-64.3831,79.3,89,98,3.71,Clouds
624,Medicine Hat,CA,50.0501,-110.6683,44.85,54,100,5.99,Clouds
625,Mana,GF,5.6592,-53.7767,80.65,71,91,10.11,Clouds
626,Ballarat,AU,-37.5662,143.8496,50.43,74,44,11.21,Clouds
627,Nioro,GM,13.35,-15.75,99.07,15,100,9.1,Clouds
628,Savannah Bight,HN,16.45,-85.85,82.29,74,11,19.08,Clouds
629,Benguela,AO,-12.5763,13.4055,77.77,83,91,6.76,Clouds
630,Bereda,ES,43.2686,-7.5406,50.58,79,98,6.15,Clouds
631,Ust-Maya,RU,60.4167,134.5333,-11.65,100,59,2.24,Clouds
632,Stanovoye,RU,52.7638,38.3582,32.56,100,100,7.29,Clouds
633,Lake Charles,US,30.2131,-93.2044,67.98,39,0,6.91,Clear
634,General Pico,AR,-35.6566,-63.7568,67.71,20,23,3.44,Clouds
635,Berberati,CF,4.2612,15.7922,83.73,37,73,1.63,Clouds
636,Carora,VE,10.1755,-70.0827,92.86,30,96,4.05,Clouds
637,Sai Buri,TH,6.7013,101.6168,76.82,87,52,4.68,Clouds
638,Sehore,IN,23.2,77.0833,86.34,12,3,6.31,Clear
639,Vanimo,PG,-2.6741,141.3028,77.63,90,100,9.55,Clouds
640,Tanete,ID,-3.9443,119.7848,73.9,96,99,2.26,Rain
641,Oranjemund,NA,-28.55,16.4333,60.58,85,1,16.35,Clear
642,Bulawayo,ZW,-20.15,28.5833,65.7,36,0,7.25,Clear
643,Soe,ID,-9.8607,124.284,63.36,85,3,3.85,Clear
644,Chechat,IN,24.7667,75.8833,87.6,11,0,5.48,Clear
645,Vuktyl,RU,63.8567,57.3094,19.24,91,99,9.17,Clouds
646,Inhambane,MZ,-23.865,35.3833,76.77,87,8,9.31,Clear
647,Kisangani,CD,0.5167,25.2,70.83,96,84,3.8,Rain
648,Batsfjord,NO,70.6345,29.7185,26.53,93,100,11.5,Clouds
649,Berdigestyakh,RU,62.0989,126.6992,8.83,97,100,3.04,Clouds
650,Sangueya,GN,10.7,-14.3667,85.33,48,75,11.52,Clouds
651,Palu,ID,-0.8917,119.8707,74.8,94,90,2.75,Clouds
652,Necochea,AR,-38.5473,-58.7368,60.01,57,94,12.3,Clouds
653,Puerto Colombia,CO,10.9878,-74.9547,89.69,71,88,19.6,Clouds
654,Wagar,SD,16.1525,36.2032,84.79,42,2,20.38,Clear
655,Butterworth,MY,5.3991,100.3638,80.64,83,20,3.44,Clouds
656,Jibuti,DJ,11.5,42.5,75.6,43,2,10.38,Clear
657,Sao Domingos,BR,-13.3983,-46.3183,90.91,31,34,4.03,Clouds
658,Atikokan,CA,48.7555,-91.6216,28.38,74,100,12.66,Clouds
659,Sujiatun,CN,41.6592,123.3392,30.38,74,0,4.47,Clear
660,Svetlaya,RU,46.5389,138.3297,23.25,74,94,8.25,Clouds
661,Sinjai,ID,-5.1241,120.253,75.16,91,100,4.76,Clouds
662,Goma,CD,-1.6792,29.2228,64.24,90,91,3.44,Rain
663,Yermolayevo,RU,52.7167,55.8,35.58,100,100,7.09,Clouds
664,Port Blair,IN,11.6667,92.75,80.64,83,20,1.14,Mist
665,Bilibino,RU,68.0546,166.4372,-20.9,94,66,2.44,Clouds
666,Kumbo,CM,6.2,10.6667,70.23,30,95,2.98,Clouds
667,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,86,96,5.37,Clouds
668,Okhotsk,RU,59.3833,143.3,3.43,89,74,11.01,Clouds
669,Baie-Comeau,CA,49.2168,-68.1489,31.68,80,100,3.44,Snow
670,Mount Hagen,PG,-5.8581,144.2274,59.23,99,100,1.72,Rain
671,Juneau,US,58.3019,-134.4197,40.21,92,100,8.05,Clouds
672,Oktyabrskiy,RU,54.4815,53.471,30.06,95,100,5.93,Clouds
673,Narasannapeta,IN,18.4167,84.05,80.13,90,7,8.57,Clear
674,Luangwa,ZM,-15.6167,30.4167,73.96,73,25,2.39,Clouds
675,Melsungen,DE,51.1333,9.55,37.4,87,75,5.75,Clouds
676,Korla,CN,41.7597,86.1469,49.87,39,0,3.47,Clear
677,Surt,LY,31.2089,16.5887,68.27,60,100,15.12,Clouds
678,Camacari,BR,-12.6975,-38.3242,87.57,56,12,8.12,Clouds
679,Yaviza,PA,8.1537,-77.6931,76.73,97,96,2.55,Clouds
680,Kajaani,FI,64.2273,27.7285,15.85,86,0,1.14,Clear
681,Pangody,RU,65.85,74.4859,16.93,82,100,20.45,Clouds
682,Coahuayana,MX,18.7333,-103.6833,85.35,44,17,7.72,Clouds
683,Kahramanmaras,TR,38.0,37.0,46.18,58,31,7.14,Clouds
684,Lockhart,US,28.6194,-81.4426,88.27,59,75,16.11,Clouds
685,Harper,LR,4.375,-7.7169,83.03,76,63,7.0,Rain
686,Porosozero,RU,62.7191,32.727,10.24,95,92,2.01,Clouds
687,Gilbues,BR,-9.8317,-45.3439,92.61,31,99,4.18,Clouds
688,Nhulunbuy,AU,-12.2333,136.7667,75.81,94,8,0.0,Clear
689,Svirstroy,RU,60.7999,33.7248,12.49,97,44,2.91,Clouds
690,Halifax,CA,44.6453,-63.5724,42.35,82,100,11.99,Clouds
691,Bridlington,GB,54.0831,-0.1919,40.89,55,16,22.66,Clouds
692,Saint Anthony,US,45.0205,-93.218,32.94,67,100,17.27,Clouds
693,Fare,PF,-16.7,-151.0167,81.73,68,18,12.91,Clouds
694,Bella Vista,US,36.4295,-94.2316,40.98,82,100,12.66,Clouds
695,Mizdah,LY,31.4451,12.9801,74.23,21,3,21.39,Clear
696,Taitung,TW,22.7583,121.1444,71.1,89,58,21.92,Clouds
697,Daru,PG,-9.0763,143.2092,76.28,90,98,8.21,Rain
698,Ca Mau,VN,9.1769,105.15,78.76,86,95,3.44,Clouds
